id,subject,body,label
2376,Agradecimento,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
2377,Atualização de contrato,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
2378,Mensagem motivacional,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
2379,Agendamento de reunião técnica,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
2380,Reconhecimento de esforço,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
2381,Dúvida sobre o sistema,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
2382,Desejo de sucesso,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
2383,Dúvida sobre o sistema,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
2384,Mensagem de boas-vindas,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
2385,Agendamento de reunião técnica,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
2386,Felicitações,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
2387,Pedido de alteração cadastral,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
2388,Reconhecimento de esforço,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
2389,Confirmação de entrega de projeto,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
2390,Parabéns pelo trabalho,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
2391,Problema de acesso,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
2392,Mensagem de boas-vindas,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
2393,Pedido de alteração cadastral,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
2394,Felicitações,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
2395,Confirmação de entrega de projeto,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
2396,Desejo de sucesso,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
2397,Solicitação de relatório,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
2398,Mensagem motivacional,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
2399,Agendamento de reunião técnica,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
2400,Boas festas,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
2401,Confirmação de entrega de projeto,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
2402,Elogio ao time,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
2403,Solicitação de suporte,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
2404,Elogio ao time,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
2405,Solicitação de relatório,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
2406,Elogio ao time,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
2407,Problema de acesso,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
2408,Desejo de sucesso,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
2409,Pedido de alteração cadastral,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
2410,Mensagem motivacional,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
2411,Atualização de contrato,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
2412,Agradecimento,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
2413,Erro no sistema,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
2414,Reconhecimento de esforço,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
2415,Erro no sistema,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
2416,Felicitações,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
2417,Solicitação de suporte,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
2418,Elogio ao time,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
2419,Atualização de contrato,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
2420,Parabéns pelo trabalho,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
2421,Ticket pendente,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
2422,Parabéns pelo trabalho,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
2423,Pedido de alteração cadastral,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
2424,Desejo de sucesso,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
2425,Solicitação de relatório,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
2426,Desejo de sucesso,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
2427,Problema de acesso,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
2428,Desejo de sucesso,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
2429,Solicitação de suporte,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
2430,Boas festas,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
2431,Pedido de alteração cadastral,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
2432,Felicitações,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
2433,Ticket pendente,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
2434,Desejo de sucesso,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
2435,Ticket pendente,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
2436,Mensagem de boas-vindas,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
2437,Dúvida sobre o sistema,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
2438,Boas festas,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
2439,Agendamento de reunião técnica,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
2440,Boas festas,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
2441,Dúvida sobre o sistema,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
2442,Parabéns pelo trabalho,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
2443,Confirmação de entrega de projeto,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
2444,Desejo de sucesso,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
2445,Pedido de alteração cadastral,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
2446,Mensagem de boas-vindas,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
2447,Ticket pendente,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
2448,Reconhecimento de esforço,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
2449,Erro no sistema,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
2450,Felicitações,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
2451,Pedido de alteração cadastral,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
2452,Mensagem de boas-vindas,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
2453,Ticket pendente,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
2454,Elogio ao time,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
2455,Problema de acesso,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
2456,Convite para confraternização,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
2457,Confirmação de entrega de projeto,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
2458,Agradecimento,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
2459,Erro no sistema,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
2460,Reconhecimento de esforço,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
2461,Atualização de contrato,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
2462,Parabéns pelo trabalho,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
2463,Atualização de contrato,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
2464,Mensagem de boas-vindas,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
2465,Ticket pendente,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
2466,Mensagem de boas-vindas,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
2467,Erro no sistema,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
2468,Desejo de sucesso,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
2469,Solicitação de relatório,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
2470,Agradecimento,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
2471,Agendamento de reunião técnica,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
2472,Elogio ao time,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
2473,Erro no sistema,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
2474,Desejo de sucesso,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
2475,Problema de acesso,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
2476,Agradecimento,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
2477,Confirmação de entrega de projeto,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
2478,Mensagem motivacional,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
2479,Ticket pendente,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
2480,Desejo de sucesso,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
2481,Ticket pendente,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
2482,Parabéns pelo trabalho,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
2483,Confirmação de entrega de projeto,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
2484,Mensagem motivacional,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
2485,Problema de acesso,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
2486,Elogio ao time,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
2487,Confirmação de entrega de projeto,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
2488,Desejo de sucesso,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
2489,Ticket pendente,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
2490,Reconhecimento de esforço,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
